word,sentiment,lexicon,score
svantagg,negative,bing,-1
sventr,negative,bing,-1
svil,negative,bing,-1
svist,negative,bing,-1
svit,negative,bing,-1
svogl,negative,bing,-1
tagl,negative,bing,-1
tard,negative,bing,-1
tassazion,negative,bing,-1
tast,negative,bing,-1
tedios,negative,bing,-1
temerar,negative,bing,-1
temerariet,negative,bing,-1
temper,negative,bing,-1
tempest,negative,bing,-1
tension,negative,bing,-1
tentazion,negative,bing,-1
tentenn,negative,bing,-1
terremot,negative,bing,-1
terribil,negative,bing,-3
terror,negative,bing,-3
terrorizz,negative,bing,-3
tes,negative,bing,-1
test-cald,negative,bing,-1
testardaggin,negative,bing,-2
testard,negative,bing,-2
ti-odi,negative,bing,-1
tirann,negative,bing,-1
tirapied,negative,bing,-1
tirc,negative,bing,-1
tont,negative,bing,-1
toporagn,negative,bing,-1
torment,negative,bing,-1
torrent,negative,bing,-1
tortuos,negative,bing,-1
tortur,negative,bing,-1
tossic,negative,bing,-2
tossicodipendent,negative,bing,-1
totalitar,negative,bing,-1
traball,negative,bing,-1
trad,negative,bing,-1
traditor,negative,bing,-1
traged,negative,bing,-1
tragic,negative,bing,-1
tram,negative,bing,-1
trappol,negative,bing,-1
trasal,negative,bing,-1
trascin,negative,bing,-1
trascur,negative,bing,-1
trasecol,negative,bing,-1
trasgred,negative,bing,-1
trasgression,negative,bing,-1
trasgression-dell-legg,negative,bing,-1
trasgressor-dell-legg,negative,bing,-1
trasgressor,negative,bing,-1
trash,negative,bing,-1
traum,negative,bing,-2
traumat,negative,bing,-2
traumatizz,negative,bing,-2
travagl,negative,bing,-1
travis,negative,bing,-1
travolg,negative,bing,-1
trist,negative,bing,-2
tristement,negative,bing,-2
tristezz,negative,bing,-2
troi,negative,bing,-1
tropp-car,negative,bing,-1
tropp-mal,negative,bing,-1
trucc,negative,bing,-1
truff,negative,bing,-2
truffator,negative,bing,-2
tumult,negative,bing,-1
tumultu,negative,bing,-1
turbolent,negative,bing,-1
ubriac,negative,bing,-2
ubriacon,negative,bing,-2
uccid,negative,bing,-1
uccis,negative,bing,-1
ultimatum,negative,bing,-1
ultim-disper,negative,bing,-1
urgent,negative,bing,-1
urtand,negative,bing,-1
urtar,negative,bing,-1
urtat,negative,bing,-1
urti,negative,bing,-1
ustion,negative,bing,-1
usurp,negative,bing,-1
vacill,negative,bing,-1
vacu,negative,bing,-1
vag,negative,bing,-1
valang,negative,bing,-1
van,negative,bing,-1
vang,negative,bing,-1
vanit,negative,bing,-1
veement,negative,bing,-1
veemenz,negative,bing,-1
velen,negative,bing,-2
vendett,negative,bing,-1
vendic,negative,bing,-1
vendicat,negative,bing,-1
vergogn,negative,bing,-2
vers,negative,bing,-1
vertigin,negative,bing,-1
vescic,negative,bing,-1
vess,negative,bing,-1
viet,negative,bing,-1
vigliacc,negative,bing,-2
vil,negative,bing,-2
vilt,negative,bing,-2
violator,negative,bing,-1
violazion,negative,bing,-1
violenz,negative,bing,-2
violent,negative,bing,-2
viper,negative,bing,-1
virulent,negative,bing,-1
virus,negative,bing,-1
viscos,negative,bing,-1
vill,negative,bing,-1
vittim,negative,bing,-1
vittimizz,negative,bing,-1
viz,negative,bing,-1
vizios,negative,bing,-1
volg,negative,bing,-1
volubil,negative,bing,-1
vom,negative,bing,-1
vomit,negative,bing,-2
vulner,negative,bing,-1
vuot,negative,bing,-1
zelant,negative,bing,-1
zel,negative,bing,-1
zer,negative,bing,-1
zimbell,negative,bing,-1
zitell,negative,bing,-1
zomb,negative,bing,-1
zoppic,negative,bing,-1
zopp,negative,bing,-1
vaffancul,negative,bing,-1
affancul,negative,bing,-1
fancul,negative,bing,-1
sfig,negative,bing,-1
emotebad,negative,bing,-1
emotesick,negative,bing,-1
emotevil,negative,bing,-1
emotecry,negative,bing,-1
emoteshock,negative,bing,-1
emotedisapp,negative,bing,-1
emotesil,negative,bing,-1
emotesham,negative,bing,-1
abbagl,positive,bing,1
abbell,positive,bing,1
abbond,positive,bing,1
abbracc,positive,bing,1
abbriv,positive,bing,1
abil,positive,bing,1
accarezz,positive,bing,1
accattiv,positive,bing,1
access,positive,bing,1
acclam,positive,bing,1
accoglient,positive,bing,2
accolt,positive,bing,1
accomod,positive,bing,1
accur,positive,bing,1
acquis,positive,bing,1
acut,positive,bing,1
acutezz,positive,bing,1
adatt,positive,bing,1
addolc,positive,bing,1
adegu,positive,bing,1
ademp,positive,bing,1
ader,positive,bing,1
ador,positive,bing,3
adul,positive,bing,1
aerodin,positive,bing,1
affabil,positive,bing,1
affar,positive,bing,1
affascin,positive,bing,2
afferm,positive,bing,1
affett,positive,bing,1
affettu,positive,bing,1
affiat,positive,bing,1
affid,positive,bing,1
affin,positive,bing,1
affluent,positive,bing,1
affluenz,positive,bing,1
aggiorn,positive,bing,1
agil,positive,bing,1
ahah,positive,bing,1
aiut,positive,bing,1
alba,positive,bing,1
alla-mod,positive,bing,2
allegr,positive,bing,2
allett,positive,bing,1
allev,positive,bing,1
alliet,positive,bing,1
alta-qualit,positive,bing,3
altruist,positive,bing,2
amabil,positive,bing,2
amant,positive,bing,2
amat,positive,bing,2
amator,positive,bing,1
ambiz,positive,bing,1
amen,positive,bing,1
amichevol,positive,bing,2
amiciz,positive,bing,1
amic,positive,bing,1
ammir,positive,bing,2
ammirevol,positive,bing,2
ammiss,positive,bing,1
amo,positive,bing,3
amor,positive,bing,3
amorevol,positive,bing,3
ampi,positive,bing,1
angel,positive,bing,1
anim,positive,bing,1
apert,positive,bing,1
apertur,positive,bing,1
apot,positive,bing,1
appassionat,positive,bing,1
appassion,positive,bing,1
applaud,positive,bing,2
apprezz,positive,bing,2
apprezzabil,positive,bing,2
approv,positive,bing,1
ardent,positive,bing,1
ardor,positive,bing,1
armon,positive,bing,2
armonizz,positive,bing,2
arricc,positive,bing,1
arzill,positive,bing,1
aspir,positive,bing,1
assapor,positive,bing,1
assicur,positive,bing,1
astut,positive,bing,1
attendibil,positive,bing,1
attraent,positive,bing,2
attrazion,positive,bing,1
audac,positive,bing,2
augur,positive,bing,1
autent,positive,bing,1
autocompiac,positive,bing,1
autodetermin,positive,bing,1
autonom,positive,bing,1
autorevol,positive,bing,1
autorizz,positive,bing,1
autosufficient,positive,bing,1
avanzat,positive,bing,1
avvenent,positive,bing,1
avventur,positive,bing,1
avvincent,positive,bing,2
b-day,positive,bing,1
baglior,positive,bing,1
bass-prezz,positive,bing,1
bass-risc,positive,bing,1
beat,positive,bing,1
beatitudin,positive,bing,1
bell'aspett,positive,bing,2
bellezz,positive,bing,2
bell,positive,bing,2
mitic,positive,bing,3
ben-accolt,positive,bing,2
ben-colleg,positive,bing,2
ben-consider,positive,bing,1
ben-educ,positive,bing,2
ben-educato,positive,bing,2
ben-fatt,positive,bing,2
ben-gest,positive,bing,2
ben-inform,positive,bing,2
ben-istru,positive,bing,2
ben-posizion,positive,bing,2
ben-retroillumin,positive,bing,2
ben,positive,bing,2
bened,positive,bing,1
benedizion,positive,bing,1
beneduc,positive,bing,2
benefattor,positive,bing,2
benef,positive,bing,1
benefici,positive,bing,1
beneficiar,positive,bing,1
beness,positive,bing,2
benevolent,positive,bing,2
benevol,positive,bing,2
benifits,positive,bing,1
benven,positive,bing,1
bizzeff,positive,bing,1
bland,positive,bing,1
bollent,positive,bing,1
bontà,positive,bing,1
bonus,positive,bing,2
brav,positive,bing,2
brezz,positive,bing,1
brillant,positive,bing,3
brillantezz,positive,bing,3
brill,positive,bing,3
brios,positive,bing,1
buon-compleann,positive,bing,1
buongiorn,positive,bing,2
buon-volont,positive,bing,2
buon-intenzion,positive,bing,2
buon,positive,bing,2
buonissim,positive,bing,3
bon,positive,bing,2
buonsens,positive,bing,1
cald,positive,bing,1
calm,positive,bing,1
calmant,positive,bing,1
calor,positive,bing,1
campion,positive,bing,1
capolavor,positive,bing,1
caratterist,positive,bing,1
cariner,positive,bing,1
carin,positive,bing,1
carism,positive,bing,1
carismat,positive,bing,1
caritatevol,positive,bing,1
car,positive,bing,1
cast,positive,bing,1
cavalleresc,positive,bing,1
cavaller,positive,bing,1
celebr,positive,bing,1
celer,positive,bing,1
celest,positive,bing,1
cerimon,positive,bing,1
cherubin,positive,bing,1
chiaramente,positive,bing,1
chiarezz,positive,bing,1
ciel,positive,bing,1
civilizz,positive,bing,1
civilt,positive,bing,1
coccol,positive,bing,1
coerent,positive,bing,1
coerenz,positive,bing,1
coes,positive,bing,1
colorat,positive,bing,1
comfort,positive,bing,1
commovent,positive,bing,1
comod,positive,bing,1
competent,positive,bing,2
competit,positive,bing,1
compiacent,positive,bing,2
complement,positive,bing,1
compliment,positive,bing,2
compl,positive,bing,1
comprens,positive,bing,1
con-affett,positive,bing,2
con-ammir,positive,bing,2
con-gioi,positive,bing,2
con-gratitudin,positive,bing,2
con-success,positive,bing,2
con-tutt-il-cuor,positive,bing,2
concil,positive,bing,1
concis,positive,bing,1
confid,positive,bing,1
confortevol,positive,bing,2
confort,positive,bing,2
congenial,positive,bing,1
congratul,positive,bing,1
consolid,positive,bing,1
contentezz,positive,bing,2
content,positive,bing,2
continu,positive,bing,1
convenient,positive,bing,1
convincent,positive,bing,1
convint,positive,bing,1
coolfin qu,positive,bing,1
cooper,positive,bing,1
coragg,positive,bing,1
cordial,positive,bing,2
corrett,positive,bing,1
cortes,positive,bing,1
coscienz,positive,bing,1
cos-buon,positive,bing,1
cos-content,positive,bing,1
costant,positive,bing,1
costanz,positive,bing,1
costrutt,positive,bing,1
creat,positive,bing,1
credibil,positive,bing,1
cred,positive,bing,1
croccant,positive,bing,1
cur,positive,bing,1
da-record,positive,bing,1
deferent,positive,bing,1
deginified,positive,bing,1
degn,positive,bing,1
degn-di-not,positive,bing,2
delicatezz,positive,bing,1
delic,positive,bing,2
deliz,positive,bing,2
desider,positive,bing,1
destin,positive,bing,1
destr,positive,bing,1
devot?,positive,bing,1
di-alta-qualit,positive,bing,3
di-bell'aspett,positive,bing,2
di-cuor,positive,bing,1
di-fam-mondiale?,positive,bing,1
di-luss,positive,bing,1
di-moda?,positive,bing,1
di-prim-qualit,positive,bing,1
di-princip,positive,bing,1
di-rispost,positive,bing,1
di-success,positive,bing,1
difensor,positive,bing,1
dignit,positive,bing,1
diligent,positive,bing,1
di1m,positive,bing,1
diplomat,positive,bing,1
dispon,positive,bing,1
dispost,positive,bing,1
distint,positive,bing,1
distinzion,positive,bing,1
divertent,positive,bing,1
divert,positive,bing,1
divin,positive,bing,1
dolc,positive,bing,1
dolcement,positive,bing,1
dolcezz,positive,bing,1
domin,positive,bing,1
don-t-kill,positive,bing,1
dot,positive,bing,1
duratur,positive,bing,1
durevol,positive,bing,1
ebbrezz,positive,bing,1
eccell,positive,bing,3
eccellent,positive,bing,3
eccels,positive,bing,3
eccezional,positive,bing,3
eccit,positive,bing,1
econom,positive,bing,2
edific,positive,bing,1
educ,positive,bing,2
efficac,positive,bing,2
efficient,positive,bing,2
efficient-energet,positive,bing,1
elast,positive,bing,1
eleg,positive,bing,1
elegant,positive,bing,3
elettrific,positive,bing,1
elev,positive,bing,1
elog,positive,bing,1
eloquent,positive,bing,1
eminent,positive,bing,1
emozio1nte?,positive,bing,1
emozio1nt,positive,bing,1
emozion,positive,bing,1
empat,positive,bing,1
empatizz,positive,bing,1
encom,positive,bing,1
energet,positive,bing,1
energ,positive,bing,1
entusiasm,positive,bing,2
entusiast,positive,bing,2
equilibr,positive,bing,1
equilibrio,positive,bing,1
equit,positive,bing,1
equo,positive,bing,1
ergonom,positive,bing,1
ero,positive,bing,1
eroic,positive,bing,1
eroin,positive,bing,1
erud,positive,bing,1
esalt,positive,bing,1
esempl,positive,bing,1
esilar,positive,bing,1
espans,positive,bing,1
esser-allegr,positive,bing,1
estas,positive,bing,1
estat,positive,bing,1
esuber,positive,bing,1
esult,positive,bing,1
etern,positive,bing,1
etic,positive,bing,1
eufor,positive,bing,2
evoc,positive,bing,1
fabbric,positive,bing,1
facil,positive,bing,1
facil-da-usar,positive,bing,1
facilit,positive,bing,1
fam,positive,bing,1
famos,positive,bing,1
fan,positive,bing,1
fanfar,positive,bing,1
fantas,positive,bing,1
fantast,positive,bing,1
fascin,positive,bing,1
fattibil,positive,bing,1
faust,positive,bing,1
favol,positive,bing,3
favorevol,positive,bing,1
favor,positive,bing,1
fecond,positive,bing,1
fed,positive,bing,1
fedel,positive,bing,1
fedelt,positive,bing,2
felic,positive,bing,2
fenomenal,positive,bing,1
fertil,positive,bing,1
fervent,positive,bing,1
fervid,positive,bing,1
fervor,positive,bing,1
fest,positive,bing,1
fid,positive,bing,1
fiduc,positive,bing,2
fier,positive,bing,2
fighissim,positive,bing,3
fig,positive,bing,3
fin,positive,bing,1
finement,positive,bing,1
fior,positive,bing,1
fiorent,positive,bing,1
flessibil,positive,bing,1
fluent,positive,bing,1
focos,positive,bing,1
follegg,positive,bing,1
formicol,positive,bing,1
formid,positive,bing,1
fort,positive,bing,1
fortuit,positive,bing,1
fortu,positive,bing,1
fortun,positive,bing,1
forz-d'anim,positive,bing,1
fratern,positive,bing,1
freschissim,positive,bing,2
fresc,positive,bing,2
frugal,positive,bing,1
fulgor,positive,bing,1
futurist,positive,bing,1
futur,positive,bing,1
galant,positive,bing,1
gallegg,positive,bing,1
garant,positive,bing,1
garanz,positive,bing,1
gemm,positive,bing,1
gener,positive,bing,1
generos,positive,bing,2
genial,positive,bing,3
gen,positive,bing,1
gentilezz,positive,bing,3
gentil,positive,bing,3
giocos,positive,bing,1
gioi,positive,bing,2
gioios,positive,bing,2
giovanil,positive,bing,2
giovial,positive,bing,2
giubil,positive,bing,1
giudiz,positive,bing,1
giust,positive,bing,1
giustezz,positive,bing,1
giustiz,positive,bing,1
global,positive,bing,1
glor,positive,bing,1
glorific,positive,bing,1
glorios,positive,bing,2
god,positive,bing,1
gradevol,positive,bing,2
grad,positive,bing,1
grand,positive,bing,1
grand-capac,positive,bing,2
grandezz,positive,bing,1
grandin,positive,bing,1
grandios,positive,bing,3
gratif,positive,bing,2
gratific,positive,bing,2
gratitudin,positive,bing,2
grat,positive,bing,2
gratu,positive,bing,1
graz,positive,bing,1
Graz-a-dio,positive,bing,1
grazios,positive,bing,2
guadagn,positive,bing,1
guar,positive,bing,1
guid,positive,bing,1
gust,positive,bing,1
gustos,positive,bing,1
hah,positive,bing,1
happ,positive,bing,1
happy,positive,bing,1
happy-birthday,positive,bing,1
hot,positive,bing,1
i-lov-you,positive,bing,1
ideal,positive,bing,2
idealizz,positive,bing,2
idilliac,positive,bing,3
idolatr,positive,bing,1
idol,positive,bing,1
il-mio-amor,positive,bing,1
illimit,positive,bing,1
illumin,positive,bing,1
illustr,positive,bing,1
imbatt,positive,bing,1
immacol,positive,bing,1
immediat,positive,bing,1
immens,positive,bing,1
imparegg,positive,bing,1
imparzial,positive,bing,1
imparzialità,positive,bing,1
impavid,positive,bing,1
impecc,positive,bing,1
impeccabil,positive,bing,2
impegn,positive,bing,1
imper,positive,bing,1
imperterr,positive,bing,1
imperturb,positive,bing,1
imponent,positive,bing,1
import,positive,bing,1
impres,positive,bing,1
impression,positive,bing,1
in-mod-sicur,positive,bing,1
in-omagg,positive,bing,1
in-particol,positive,bing,1
inattacc,positive,bing,1
incant,positive,bing,2
incantevol,positive,bing,3
incondizion,positive,bing,1
incoragg,positive,bing,1
incred,positive,bing,3
incredibil,positive,bing,3
incroll,positive,bing,1
indenn,positive,bing,1
indimentic,positive,bing,1
indiscuss,positive,bing,1
indiscut,positive,bing,1
indiscutibil,positive,bing,1
individualizz,positive,bing,1
indolor,positive,bing,1
indulgent,positive,bing,1
industr,positive,bing,1
inebr,positive,bing,1
ineguagl,positive,bing,2
inequivoc,positive,bing,1
inequivocabil,positive,bing,1
inestim,positive,bing,1
inestimabil,positive,bing,2
infall,positive,bing,1
infallibil,positive,bing,1
influent,positive,bing,1
influenz,positive,bing,1
ingegn,positive,bing,1
ingegnos,positive,bing,1
ingenu,positive,bing,1
in1mor,positive,bing,1
innocent,positive,bing,1
innocu,positive,bing,1
innov,positive,bing,1
inossid,positive,bing,1
insostitu,positive,bing,1
intatt,positive,bing,1
integral,positive,bing,1
integr,positive,bing,1
intelligent,positive,bing,2
intellig,positive,bing,2
intenzional,positive,bing,1
interess,positive,bing,1
intim,positive,bing,1
intraprendent,positive,bing,2
intratten,positive,bing,1
intrattien,positive,bing,1
intrepid,positive,bing,1
intric,positive,bing,1
intrig,positive,bing,1
intuit,positive,bing,1
invent,positive,bing,1
invinc,positive,bing,1
invincibil,positive,bing,1
inviol,positive,bing,1
invulner,positive,bing,1
ipnotizz,positive,bing,1
irreal,positive,bing,1
irreprens,positive,bing,1
irresist,positive,bing,3
irresistibil,positive,bing,3
ispir,positive,bing,1
istru,positive,bing,1
istrutt,positive,bing,1
kiss,positive,bing,1
labor,positive,bing,1
lavor-dur,positive,bing,1
lavor,positive,bing,1
leal,positive,bing,1
legal,positive,bing,1
leggendar,positive,bing,2
leggerezz,positive,bing,2
leggiadr,positive,bing,1
leggibil,positive,bing,1
legittim,positive,bing,1
len,positive,bing,1
liber,positive,bing,1
libert,positive,bing,1
lin,positive,bing,1
lod,positive,bing,1
lodevol,positive,bing,3
logic,positive,bing,1
lol,positive,bing,1
lov,positive,bing,1
lov-u,positive,bing,1
lov-you,positive,bing,1
low-cost,positive,bing,1
low-priced,positive,bing,1
luccic,positive,bing,1
lucent,positive,bing,2
lucentezz,positive,bing,2
lucid,positive,bing,1
lumin,positive,bing,2
lusinghier,positive,bing,1
luss,positive,bing,2
lussuos,positive,bing,2
lussuregg,positive,bing,2
lustr,positive,bing,1
maest,positive,bing,1
maestos,positive,bing,3
maggior,positive,bing,1
mag,positive,bing,1
magic,positive,bing,1
magistral,positive,bing,1
magnanim,positive,bing,1
magnif,positive,bing,3
magnificent,positive,bing,3
maneggevol,positive,bing,1
mann,positive,bing,1
matur,positive,bing,1
megl,positive,bing,1
megl-del-previst,positive,bing,1
memor,positive,bing,1
Men-stress,positive,bing,1
meravigl,positive,bing,3
meritat,positive,bing,3
meritevol,positive,bing,3
mer,positive,bing,1
meritor,positive,bing,1
meticol,positive,bing,1
miglior,positive,bing,3
miglior-performanc,positive,bing,1
miracol,positive,bing,1
misericord,positive,bing,1
mit,positive,bing,1
mod,positive,bing,1
modern,positive,bing,2
modest,positive,bing,1
molt-acut,positive,bing,1
molt-ben,positive,bing,1
monumental,positive,bing,1
moral,positive,bing,1
morbid,positive,bing,1
motiv,positive,bing,1
moviment,positive,bing,1
mozzaf,positive,bing,1
multius,positive,bing,1
munif,positive,bing,1
1vig,positive,bing,1
nett,positive,bing,1
nitid,positive,bing,1
nobil,positive,bing,1
nobilit,positive,bing,1
Non-si-applic-restrizion,positive,bing,1
non-violent,positive,bing,1
non-violenz,positive,bing,1
notevol,positive,bing,2
not,positive,bing,1
notor,positive,bing,1
novit,positive,bing,1
nuov-di-zecc,positive,bing,2
nutrient,positive,bing,1
nutr,positive,bing,1
oas,positive,bing,1
omagg,positive,bing,1
onest,positive,bing,1
onor,positive,bing,1
onorevol,positive,bing,1
opportun,positive,bing,1
opulent,positive,bing,1
ordi1t,positive,bing,1
ordin,positive,bing,1
orecc,positive,bing,1
orgogl,positive,bing,1
origi1l,positive,bing,1
oro,positive,bing,1
ospital,positive,bing,1
ottimal,positive,bing,1
ottim,positive,bing,1
ovazion,positive,bing,1
pac,positive,bing,1
pacif,positive,bing,1
padron,positive,bing,1
panoram,positive,bing,1
paradis,positive,bing,1
parsimon,positive,bing,1
passional,positive,bing,1
passion,positive,bing,2
patriot,positive,bing,1
patriott,positive,bing,1
patt,positive,bing,1
pazient,positive,bing,1
pazienz,positive,bing,1
peacekeeper,positive,bing,1
pensier,positive,bing,1
pensos,positive,bing,1
perd,positive,bing,1
perfett,positive,bing,3
perfezion,positive,bing,3
permett,positive,bing,1
persever,positive,bing,1
personalizz,positive,bing,1
perspicac,positive,bing,1
piac,positive,bing,2
piacevol,positive,bing,2
piacevolezz,positive,bing,2
pien-di-risors,positive,bing,1
pien-di-speranz,positive,bing,1
pittoresc,positive,bing,1
più-bell,positive,bing,1
più-cald,positive,bing,1
più-felic,positive,bing,1
più-fortun,positive,bing,1
più-intelligent,positive,bing,1
più-morbid,positive,bing,1
più-not,positive,bing,1
più-pul,positive,bing,1
più-ricc,positive,bing,1
più-sald,positive,bing,1
più-veloc,positive,bing,1
poeticizz,positive,bing,1
poetic,positive,bing,1
popol,positive,bing,1
port,positive,bing,1
port-di-man,positive,bing,1
posit,positive,bing,1
potent,positive,bing,1
predilezion,positive,bing,1
prefer,positive,bing,1
preferibil,positive,bing,1
prem,positive,bing,1
preminent,positive,bing,1
premur,positive,bing,1
prestig,positive,bing,2
prezios,positive,bing,2
primar,positive,bing,1
Prim-in-class,positive,bing,1
privileg,positive,bing,1
priv-di-risc,positive,bing,1
prodezz,positive,bing,1
prodig,positive,bing,1
produtt,positive,bing,1
profession,positive,bing,2
profond,positive,bing,1
profumat,positive,bing,1
profusion,positive,bing,1
progress,positive,bing,1
prolif,positive,bing,1
promess,positive,bing,1
promettent,positive,bing,2
prominent,positive,bing,1
promotor,positive,bing,1
pront,positive,bing,1
propiziator,positive,bing,1
propiz,positive,bing,1
prosper,positive,bing,1
protegg,positive,bing,1
protett,positive,bing,1
protezion,positive,bing,1
prov,positive,bing,1
provvident,positive,bing,1
prudent,positive,bing,1
prudenz,positive,bing,1
pul,positive,bing,1
puliz,positive,bing,1
puntual,positive,bing,1
purific,positive,bing,1
pur,positive,bing,1
qualific,positive,bing,1
qui,positive,bing,1
raccomand,positive,bing,2
raddrizz,positive,bing,1
raffin,positive,bing,1
raffinatezz,positive,bing,2
raggiant,positive,bing,1
raggiung,positive,bing,1
ragionevol,positive,bing,2
rallegr,positive,bing,1
rapid-cresc,positive,bing,1
rapid,positive,bing,1
rapport,positive,bing,1
rassicur,positive,bing,1
ravviv,positive,bing,1
razional,positive,bing,1
realizz,positive,bing,1
recuper,positive,bing,1
redentr,positive,bing,1
regal,positive,bing,1
registr-lavor,positive,bing,1
regol,positive,bing,1
resistent,positive,bing,1
responsabilizz,positive,bing,1
responsabil,positive,bing,1
restaur,positive,bing,1
retribu,positive,bing,1
rett,positive,bing,1
riafferm,positive,bing,1
rianim,positive,bing,1
ricc,positive,bing,2
ricchezz,positive,bing,1
ricc-di-funzio1l,positive,bing,1
ricett,positive,bing,1
ricompens,positive,bing,1
riconcil,positive,bing,1
riconduc,positive,bing,1
riconoscent,positive,bing,1
riconosc,positive,bing,1
riduzion-dell-stress,positive,bing,1
riesc,positive,bing,1
rid,positive,bing,1
riform,positive,bing,1
rigener,positive,bing,1
riguard,positive,bing,1
rilass,positive,bing,1
rimbors,positive,bing,1
rimed,positive,bing,1
ri1sc,positive,bing,1
rinfranc,positive,bing,1
rinfresc,positive,bing,1
ringiovan,positive,bing,1
ringraz,positive,bing,1
rinnov,positive,bing,1
rinvigor,positive,bing,1
ripos,positive,bing,1
riscatt,positive,bing,1
risolutezz,positive,bing,1
risol,positive,bing,1
risp,positive,bing,1
risparm,positive,bing,2
risparm-di-cost,positive,bing,1
risparm-energet,positive,bing,1
rispett,positive,bing,1
rispett-dell-legg,positive,bing,1
risplendent,positive,bing,1
ristruttur,positive,bing,1
riusc,positive,bing,1
rivel,positive,bing,1
riverent,positive,bing,1
river,positive,bing,1
riviv,positive,bing,1
rivoluzion,positive,bing,1
rivoluzionar,positive,bing,1
robust,positive,bing,1
romant,positive,bing,2
rose,positive,bing,1
sagac,positive,bing,1
saggement,positive,bing,1
saggezz,positive,bing,1
sagg,positive,bing,1
salubr,positive,bing,1
salut,positive,bing,2
sal,positive,bing,1
salvator,positive,bing,1
salvav,positive,bing,1
san,positive,bing,1
san-di-ment,positive,bing,1
santific,positive,bing,1
santit,positive,bing,1
sant,positive,bing,1
sapient,positive,bing,1
sbalordit,positive,bing,1
sbalord,positive,bing,1
scenic,positive,bing,1
sciccos,positive,bing,1
scintill,positive,bing,1
sconfigg,positive,bing,1
sconfitt,positive,bing,1
scopert,positive,bing,1
semplic,positive,bing,1
semplif,positive,bing,1
semplific,positive,bing,1
sensazional,positive,bing,2
sensazion,positive,bing,1
sensibil,positive,bing,1
sentimental,positive,bing,1
senz-dolor,positive,bing,1
senz-dubb,positive,bing,1
senz-paur,positive,bing,1
senz-problem,positive,bing,1
senz-restrizion,positive,bing,1
senz-rival,positive,bing,1
senz-sforz,positive,bing,1
seren,positive,bing,1
seriet,positive,bing,1
sexy,positive,bing,1
sfarz,positive,bing,1
sicur,positive,bing,1
signif,positive,bing,1
simpat,positive,bing,2
sincer,positive,bing,2
soav,positive,bing,2
soavement,positive,bing,2
socievol,positive,bing,2
soddisf,positive,bing,2
soddisfacent,positive,bing,2
soddisfatt,positive,bing,2
solid,positive,bing,1
solidariet,positive,bing,2
sollet,positive,bing,1
sollev,positive,bing,1
soll,positive,bing,1
sonor,positive,bing,1
sontuos,positive,bing,1
sorprendent,positive,bing,3
sorrid,positive,bing,2
sorrident,positive,bing,2
sorris,positive,bing,2
sostanzial,positive,bing,1
sostegn,positive,bing,1
sosten,positive,bing,1
sostenibil,positive,bing,1
sostenitor,positive,bing,1
sovraperform,positive,bing,1
sovvenzion,positive,bing,1
spazios,positive,bing,2
specializz,positive,bing,1
spensier,positive,bing,1
spettacol,positive,bing,2
spin-dorsal,positive,bing,1
spint,positive,bing,1
spirit,positive,bing,1
spiritual,positive,bing,1
splendid,positive,bing,3
splendor,positive,bing,3
spontane,positive,bing,1
sport,positive,bing,1
squisit,positive,bing,3
squis,positive,bing,1
stabil,positive,bing,1
stabilizz,positive,bing,1
staccabil,positive,bing,1
stagion,positive,bing,1
statuar,positive,bing,1
stell,positive,bing,1
stilizz,positive,bing,1
stimol,positive,bing,1
stord,positive,bing,1
straordinar,positive,bing,3
strumental,positive,bing,1
stupend,positive,bing,3
stup,positive,bing,1
stupor,positive,bing,1
stuzzic,positive,bing,2
sublim,positive,bing,3
success,positive,bing,2
successon,positive,bing,2
sufficient,positive,bing,1
super,positive,bing,3
super-in-astuz,positive,bing,1
superb,positive,bing,3
superior,positive,bing,2
superst,positive,bing,1
support,positive,bing,1
suprem,positive,bing,1
supremaz,positive,bing,1
surreal,positive,bing,1
svolazz,positive,bing,1
talent,positive,bing,1
talentu,positive,bing,1
tant-megl,positive,bing,1
tempest,positive,bing,1
temp-onor,positive,bing,1
tenac,positive,bing,1
tener,positive,bing,1
tent,positive,bing,1
tesor,positive,bing,1
titill,positive,bing,1
toccasan,positive,bing,1
toller,positive,bing,1
tonific,positive,bing,1
ton-rassicur,positive,bing,1
top,positive,bing,1
tranquill,positive,bing,1
trasparent,positive,bing,1
tregu,positive,bing,1
tremend,positive,bing,1
trionfal,positive,bing,1
trionfant,positive,bing,1
trionf,positive,bing,1
trofe,positive,bing,1
tutt-il-suo-fascin,positive,bing,1
tutt-tond,positive,bing,1
ultra-nitid,positive,bing,1
uman,positive,bing,1
umil,positive,bing,1
umilt,positive,bing,1
umor,positive,bing,1
umorist,positive,bing,1
unit,positive,bing,1
urrà,positive,bing,1
user-friendly,positive,bing,1
util,positive,bing,1
utilizz,positive,bing,1
val-la-pen,positive,bing,1
valent,positive,bing,1
valor,positive,bing,1
vantagg,positive,bing,1
varieg,positive,bing,1
variet,positive,bing,1
veloc,positive,bing,1
vener,positive,bing,1
verac,positive,bing,1
verific,positive,bing,1
veritier,positive,bing,1
ver,positive,bing,1
vers,positive,bing,1
versatil,positive,bing,1
vibrant,positive,bing,1
vigil,positive,bing,1
vigor,positive,bing,1
vinc,positive,bing,1
vincitor,positive,bing,2
virtuos,positive,bing,2
vistos,positive,bing,1
vittor,positive,bing,1
vivac,positive,bing,1
vivid,positive,bing,1
volentier,positive,bing,2
zel,positive,bing,1
